1 100 1 200 0
1
1 2 -1 1 1
1 11 -1 1 1
2 3 -1 1 1
2 12 0 1 0
3 4 -1 1 1
3 13 0 1 0
4 5 -1 1 1
4 14 0 1 0
5 6 -1 1 1
5 15 0 1 0
6 7 -1 1 1
6 16 0 1 0
7 8 -1 1 1
7 17 0 1 0
8 9 -1 1 1
8 18 0 1 0
9 10 -1 1 1
9 19 0 1 0
10 20 -1 1 1
11 12 0 1 0
11 21 -1 1 1
12 13 0 1 0
12 22 0 1 0
13 14 0 1 0
13 23 0 1 0
14 15 0 1 0
14 24 0 1 0
15 16 0 1 0
15 25 0 1 0
16 17 0 1 0
16 26 0 1 0
17 18 0 1 0
17 27 0 1 0
18 19 0 1 0
18 27 0 1.4142135623730951 0
18 28 0 1 0
18 29 0 1.4142135623730951 0
19 20 0 1 0
19 29 0 1 0
20 30 -1 1 1
21 22 0 1 0
21 31 -1 1 1
22 23 0 1 0
22 31 0 1.4142135623730951 0
22 32 0 1 0
23 24 0 1 0
23 33 0 1 0
23 34 0 1.4142135623730951 0
24 25 0 1 0
24 34 0 1 0
25 26 0 1 0
25 35 0 1 0
25 36 0 1.4142135623730951 0
26 27 0 1 0
26 36 0 1 0
27 28 0 1 0
27 37 0 1 0
28 29 0 1 0
28 38 0 1 0
29 30 0 1 0
29 39 0 1 0
29 40 0 1.4142135623730951 0
30 40 -1 1 1
31 32 0 1 0
31 41 -1 1 1
31 42 0 1.4142135623730951 0
32 33 0 1 0
32 42 0 1 0
33 34 0 1 0
33 43 0 1 0
34 35 0 1 0
34 43 0 1.4142135623730951 0
34 44 0 1 0
35 36 0 1 0
35 45 0 1 0
36 37 0 1 0
36 46 0 1 0
36 47 0 1.4142135623730951 0
37 38 0 1 0
37 47 0 1 0
38 39 0 1 0
38 47 0 1.4142135623730951 0
38 48 0 1 0
39 40 0 1 0
39 49 0 1 0
39 50 0 1.4142135623730951 0
40 50 -1 1 1
41 42 0 1 0
41 51 -1 1 1
42 43 0 1 0
42 52 0 1 0
43 44 0 1 0
43 53 0 1 0
44 45 0 1 0
44 54 0 1 0
45 46 0 1 0
45 55 0 1 0
46 47 0 1 0
46 56 0 1 0
47 48 0 1 0
47 57 0 1 0
48 49 0 1 0
48 58 0 1 0
49 50 0 1 0
49 59 0 1 0
50 60 -1 1 1
51 52 0 1 0
51 61 -1 1 1
52 53 0 1 0
52 62 0 1 0
52 63 0 1.4142135623730951 0
53 54 0 1 0
53 63 0 1 0
54 55 0 1 0
54 64 0 1 0
55 56 0 1 0
55 65 0 1 0
55 66 0 1.4142135623730951 0
56 57 0 1 0
56 66 0 1 0
57 58 0 1 0
57 67 0 1 0
58 59 0 1 0
58 68 0 1 0
59 60 0 1 0
59 69 0 1 0
60 70 -1 1 1
61 62 0 1 0
61 71 -1 1 1
62 63 0 1 0
62 72 0 1 0
62 73 0 1.4142135623730951 0
63 64 0 1 0
63 73 0 1 0
64 65 0 1 0
64 74 0 1 0
64 75 0 1.4142135623730951 0
65 66 0 1 0
65 75 0 1 0
66 67 0 1 0
66 76 0 1 0
67 68 0 1 0
67 77 0 1 0
67 78 0 1.4142135623730951 0
68 69 0 1 0
68 78 0 1 0
69 70 0 1 0
69 79 0 1 0
70 80 -1 1 1
71 72 0 1 0
71 81 -1 1 1
72 73 0 1 0
72 82 0 1 0
73 74 0 1 0
73 83 0 1 0
74 75 0 1 0
74 84 0 1 0
75 76 0 1 0
75 85 0 1 0
76 77 0 1 0
76 86 0 1 0
77 78 0 1 0
77 86 0 1.4142135623730951 0
77 87 0 1 0
78 79 0 1 0
78 88 0 1 0
79 80 0 1 0
79 89 0 1 0
80 90 -1 1 1
81 82 0 1 0
81 91 -1 1 1
82 83 0 1 0
82 92 0 1 0
82 93 0 1.4142135623730951 0
83 84 0 1 0
83 93 0 1 0
84 85 0 1 0
84 94 0 1 0
85 86 0 1 0
85 95 0 1 0
86 87 0 1 0
86 95 0 1.4142135623730951 0
86 96 0 1 0
87 88 0 1 0
87 97 0 1 0
88 89 0 1 0
88 98 0 1 0
88 99 0 1.4142135623730951 0
89 90 0 1 0
89 99 0 1 0
90 100 -1 1 1
91 92 -1 1 1
92 93 -1 1 1
93 94 -1 1 1
94 95 -1 1 1
95 96 -1 1 1
96 97 -1 1 1
97 98 -1 1 1
98 99 -1 1 1
99 100 -1 1 1
